module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
39,Atu3901,0.1986362994906175,NC_003063.2,999115.0,999450.0,-,nitrite reductase small subunit,AGR_L_1892,Nitrite reductase,nirD,"Rieske,Rieske_2",Nitrite reductase small subunit,111.0,,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; nitrite reductase [NAD(P)H] activity [GO:0008942]; nitrate assimilation [GO:0042128]","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; nitrite reductase [NAD(P)H] activity [GO:0008942]",Atu1446
40,Atu8192,-0.0961933017480884,NC_003063.2,814477.0,814749.0,-,conserved hypothetical protein,AGR_L_2198,Domain of unknown function (DUF4164),-,DUF4164,Tropomyosin,90.0,,,,
40,Atu4517,-0.0882304422393054,NC_003063.2,1663602.0,1664609.0,-,ABC transporter%2C membrane spanning protein (branched chain amino acid),AGR_L_706,Belongs to the binding-protein-dependent transport system permease family,-,BPD_transp_2,"ABC transporter, membrane spanning protein (Branched chain amino acid)",335.0,,plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658],branched-chain amino acid transmembrane transporter activity [GO:0015658],
40,Atu0322,0.1382679502084959,NC_003062.2,315554.0,316315.0,+,enoyl CoA hydratase,AGR_C_562,Belongs to the enoyl-CoA hydratase isomerase family,MA20_15895,ECH_1,Enoyl CoA hydratase,253.0,Enoyl-CoA hydratase/isomerase family,catalytic activity [GO:0003824],catalytic activity [GO:0003824],
40,Atu4519,-0.0946983758493735,NC_003063.2,1665565.0,1666737.0,-,ABC transporter%2C substrate binding protein (branched amino acid),AGR_L_702,ABC transporter substrate-binding protein,livJ,Peripla_BP_6,"ABC transporter, substrate binding protein (Branched amino acid)",390.0,Leucine-binding protein family,amino acid transport [GO:0006865],,
40,Atu4537,0.2297783108088368,NC_003063.2,1683722.0,1684390.0,-,ABC transporter%2C membrane spanning protein (amino acid),AGR_L_664,"ABC-type amino acid transport system, permease component",-,BPD_transp_1,"ABC transporter, membrane spanning protein (Amino acid)",222.0,"Binding-protein-dependent transport system permease family, HisMQ subfamily",ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705],transmembrane transporter activity [GO:0022857],
40,Atu4536,0.2103769263148369,NC_003063.2,1683061.0,1683711.0,-,ABC transporter%2C membrane spanning protein (amino acid),AGR_L_666,amino acid ABC transporter,-,BPD_transp_1,"ABC transporter, membrane spanning protein (Amino acid)",216.0,"Binding-protein-dependent transport system permease family, HisMQ subfamily",ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705],transmembrane transporter activity [GO:0022857],
40,Atu4535,0.240806134987551,NC_003063.2,1682178.0,1683017.0,-,ABC transporter%2C substrate binding protein (amino acid),AGR_L_667,"ABC-type amino acid transport signal transduction systems, periplasmic component domain",-,SBP_bac_3,"ABC transporter, substrate binding protein (Amino acid)",279.0,,periplasmic space [GO:0042597],,
40,Atu4534,0.2171648306782535,NC_003063.2,1681305.0,1682141.0,-,ABC transporter%2C substrate binding protein (amino acid),AGR_L_669,"ABC-type amino acid transport signal transduction systems, periplasmic component domain",-,SBP_bac_3,"ABC transporter, substrate binding protein (Amino acid)",278.0,,periplasmic space [GO:0042597],,
40,Atu4533,0.2439894846844236,NC_003063.2,1680513.0,1681274.0,-,ABC transporter%2C nucleotide binding/ATPase protein (amino acid),AGR_L_671,"ABC-type polar amino acid transport system, ATPase component",glnQ,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Amino acid)",253.0,ABC transporter superfamily,ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],
40,Atu4532,0.2728814531810929,NC_003063.2,1679572.0,1680441.0,-,shikimate 5-dehydrogenase,AGR_L_673,"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",aroE2,"Shikimate_DH,Shikimate_dh_N,ThiF",Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),289.0,Shikimate dehydrogenase family,shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],shikimate 3-dehydrogenase (NADP+) activity [GO:0004764],
40,Atu4531,0.3180732284794412,NC_003063.2,1679132.0,1679575.0,-,3-dehydroquinate dehydratase,AGR_L_675,Catalyzes a trans-dehydration via an enolate intermediate,aroQ,DHquinase_II,3-dehydroquinate dehydratase 2 (3-dehydroquinase 2) (EC 4.2.1.10) (Type II DHQase 2),147.0,Type-II 3-dehydroquinase family,3-dehydroquinate dehydratase activity [GO:0003855]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],3-dehydroquinate dehydratase activity [GO:0003855],
40,Atu4529,0.3272898361032373,NC_003063.2,1676442.0,1678343.0,-,conserved hypothetical protein,AGR_L_678,"Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal",hpd,"AP_endonuc_2,Glyoxalase,Glyoxalase_5",3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118),633.0,Bacterial two-domain DSD family,"3-dehydroshikimate dehydratase activity [GO:0046565]; metal ion binding [GO:0046872]; 3,4-dihydroxybenzoate biosynthetic process [GO:0046279]",3-dehydroshikimate dehydratase activity [GO:0046565]; metal ion binding [GO:0046872],
40,Atu4540,0.1267123302259746,NC_003063.2,1686456.0,1687196.0,-,protocatechuate 3%2C4-dioxygenase beta chain,AGR_L_656,"protocatechuate 3,4-dioxygenase",pcaH,"Dioxygenase_C,PCDO_beta_N","Protocatechuate 3,4-dioxygenase beta chain",246.0,Intradiol ring-cleavage dioxygenase family,"ferric iron binding [GO:0008199]; protocatechuate 3,4-dioxygenase activity [GO:0018578]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]","ferric iron binding [GO:0008199]; protocatechuate 3,4-dioxygenase activity [GO:0018578]",
41,Atu1484,0.1264404078373776,NC_003062.2,1475195.0,1475971.0,-,transcriptional regulator,AGR_C_2736,transmembrane transcriptional regulator (anti-sigma factor),MA20_07450,zf-HC2,Transcriptional regulator,258.0,,,,
41,Atu0979,0.2425592816538518,NC_003062.2,968713.0,970122.0,+,two component sensor kinase,AGR_C_1794,Histidine kinase,ragB,"HAMP,HATPase_c,HisKA",histidine kinase (EC 2.7.13.3),469.0,,membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155],phosphorelay sensor kinase activity [GO:0000155],
41,Atu0978,0.3232938626546346,NC_003062.2,967945.0,968703.0,+,two component response regulator,AGR_C_1793,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,ragA,"Response_reg,Trans_reg_C",Two component response regulator,252.0,,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],
41,Atu0912,0.1104995898367844,NC_003062.2,902102.0,903679.0,+,Na+/H+ antiporter,AGR_C_1663,"Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter, MnhD subunit",mrpD,Proton_antipo_M,Na+/H+ antiporter,525.0,,membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],NADH dehydrogenase (ubiquinone) activity [GO:0008137],
41,Atu0355,0.1191534839367188,NC_003062.2,348698.0,349492.0,+,1-acyl-sn-glycerol-3-phosphate acyltransferase,AGR_C_621,Acyltransferase,plsC,Acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase,264.0,,membrane [GO:0016020]; acyltransferase activity [GO:0016746],acyltransferase activity [GO:0016746],
41,Atu4055,0.2006502144768215,NC_003063.2,1172360.0,1173151.0,-,endo-1%2C3-1%2C4-beta-glycanase,AGR_L_1600,Glycosyl hydrolases family 16,exoK,Glyco_hydro_16,"Beta-glucanase (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Endo-beta-1,3-1,4 glucanase) (Lichenase)",263.0,Glycosyl hydrolase 16 family,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",
41,Atu0030,0.0966781690767218,NC_003062.2,33411.0,33686.0,-,phosphocarrier protein HPr,AGR_C_49,Phosphotransferase System,ptsH,PTS-HPr,Phosphocarrier protein HPr,91.0,,,,
41,Atu2439,0.1083913047551721,NC_003062.2,2409211.0,2409801.0,+,conserved hypothetical protein,AGR_C_4424,Protein of unknown function (DUF1134),MA20_46305,DUF1134,DUF1134 domain-containing protein,196.0,,,,
41,Atu4317,0.1151562041637355,NC_003063.2,1444964.0,1445536.0,+,transcriptional regulator%2C TetR family,AGR_L_1093,"Bacterial regulatory proteins, tetR family",-,TetR_N,"Transcriptional regulator, TetR family",190.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],
41,Atu4610,0.3641913045467498,NC_003063.2,1756928.0,1758004.0,-,sugar nucleotide epimerase/dehydratase,AGR_L_537,"GDP-mannose 4,6 dehydratase",-,Epimerase,Sugar nucleotide epimerase/dehydratase,358.0,NAD(P)-dependent epimerase/dehydratase family,,,
41,Atu0354,0.0936005095322414,NC_003062.2,348239.0,348667.0,+,ferric uptake regulator,AGR_C_620,Belongs to the Fur family,fur,FUR,Ferric uptake regulation protein,142.0,Fur family,cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872],
41,Atu8095,0.1581937014495975,NC_003063.2,665452.0,666453.0,+,conserved hypothetical protein,AGR_L_2431,Uncharacterized protein conserved in bacteria (DUF2125),-,DUF2125,DUF2125 domain-containing protein,333.0,,membrane [GO:0016020],,
41,Atu3613,0.1198201127812466,NC_003063.2,668745.0,669506.0,-,conserved hypothetical protein,AGR_L_2422gl,Methyltransferase,MA20_39625,Methyltransf_11,Methyltransferase type 11 domain-containing protein,253.0,,methyltransferase activity [GO:0008168],methyltransferase activity [GO:0008168],
42,Atu4659,0.3005685717274334,NC_003063.2,1814687.0,1815574.0,-,transcriptional regulator%2C AraC family,AGR_L_448,AraC-type DNA-binding domain-containing proteins,agpT,"AraC_binding,HTH_18","Transcriptional regulator, AraC family",295.0,,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],
42,Atu0876,0.1184624099304126,NC_003062.2,872849.0,873451.0,+,superoxide dismutase,AGR_C_1601,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,sodB,"Sod_Fe_C,Sod_Fe_N",Superoxide dismutase (EC 1.15.1.1),200.0,Iron/manganese superoxide dismutase family,metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],
42,Atu0703,0.2343484703285205,NC_003062.2,703594.0,704223.0,-,keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,AGR_C_1269,Aldolase,dgoA,Aldolase,Keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,209.0,KHG/KDPG aldolase family,lyase activity [GO:0016829],lyase activity [GO:0016829],
42,Atu4660,0.2900097694205646,NC_003063.2,1815772.0,1817238.0,+,alpha-galactosidase,AGR_L_446,"COG1486 Alpha-galactosidases 6-phospho-beta-glucosidases, family 4 of glycosyl hydrolases",-,"Glyco_hydro_4,Glyco_hydro_4C",Alpha-galactosidase,488.0,Glycosyl hydrolase 4 family,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",
42,Atu4661,0.3027034653146622,NC_003063.2,1817343.0,1819430.0,+,ABC transporter%2C substrate binding protein (alpha-galactoside),AGR_L_444,"ABC-type dipeptide transport system, periplasmic component",agpA,SBP_bac_5,"ABC transporter, substrate binding protein (Alpha-galactoside)",695.0,Bacterial solute-binding protein 5 family,periplasmic space [GO:0042597],,
42,Atu4662,0.3234441446808144,NC_003063.2,1819574.0,1820581.0,+,ABC transporter%2C membrane spanning protein (oligopeptide ),AGR_L_441,"ABC-type dipeptide oligopeptide nickel transport systems, permease components",agpB,BPD_transp_1,"ABC transporter, membrane spanning protein (Oligopeptide )",335.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],,
42,Atu4663,0.3377630011074107,NC_003063.2,1820583.0,1821719.0,+,ABC transporter%2C membrane spanning protein (oligopeptide),AGR_L_440,"ABC-type dipeptide oligopeptide nickel transport systems, permease components",agpC,"BPD_transp_1,OppC_N","ABC transporter, membrane spanning protein (Oligopeptide)",378.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],,
42,Atu4664,0.2883941284546956,NC_003063.2,1821733.0,1823400.0,+,ABC transporter%2C nucleotide binding/ATPase protein (oligopeptide),AGR_L_438,Belongs to the ABC transporter superfamily,agpD,"ABC_tran,oligo_HPY","ABC transporter, nucleotide binding/ATPase protein (Oligopeptide)",555.0,ABC transporter superfamily,plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],
42,Atu6098,0.0766715221919708,NC_003065.3,118471.0,118932.0,-,transcriptional regulator%2C HTH family,AGR_pTi_183,TIGRFAM mobile mystery protein A,-,HTH_3,"Transcriptional regulator (Transcriptional regulator, HTH family)",153.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],
42,Atu4665,0.3212165763307292,NC_003063.2,1823423.0,1824796.0,+,alpha-galactosidase,AGR_L_436,family 4 of glycosyl hydrolases,-,"Glyco_hydro_4,Glyco_hydro_4C",Alpha-galactosidase,457.0,Glycosyl hydrolase 4 family,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",
42,Atu0598,-0.0844698922590234,NC_003062.2,583195.0,585015.0,-,phosphogluconate dehydratase,AGR_C_1060,Belongs to the IlvD Edd family,edd,ILVD_EDD,Phosphogluconate dehydratase (EC 4.2.1.12),606.0,IlvD/Edd family,"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; phosphogluconate dehydratase activity [GO:0004456]; D-gluconate catabolic process [GO:0046177]; Entner-Doudoroff pathway through 6-phosphogluconate [GO:0009255]","4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; phosphogluconate dehydratase activity [GO:0004456]",Atu4505
42,Atu0536,0.0813484884855884,NC_003062.2,527393.0,527866.0,-,conserved hypothetical protein,AGR_C_947,Belongs to the UPF0262 family,-,UPF0262,UPF0262 protein Atu0536,157.0,UPF0262 family,,,
42,Atu1810,0.0710628030254034,NC_003062.2,1792062.0,1792367.0,+,conserved hypothetical protein,AGR_C_3324,ETC complex I subunit conserved region,MA20_30235,ETC_C1_NDUFA4,NADH-ubiquinone oxidoreductase,101.0,,respirasome [GO:0070469]; electron transport chain [GO:0022900],,
43,Atu0876,0.1199784767356241,NC_003062.2,872849.0,873451.0,+,superoxide dismutase,AGR_C_1601,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,sodB,"Sod_Fe_C,Sod_Fe_N",Superoxide dismutase (EC 1.15.1.1),200.0,Iron/manganese superoxide dismutase family,metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],
43,Atu0979,0.1400548108847222,NC_003062.2,968713.0,970122.0,+,two component sensor kinase,AGR_C_1794,Histidine kinase,ragB,"HAMP,HATPase_c,HisKA",histidine kinase (EC 2.7.13.3),469.0,,membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155],phosphorelay sensor kinase activity [GO:0000155],
43,Atu0999,-0.1053228053560919,NC_003062.2,995102.0,996475.0,-,magnesium transport protein,AGR_C_1836,Acts as a magnesium transporter,mgtE,"CBS,MgtE,MgtE_N",Magnesium transporter MgtE,457.0,SLC41A transporter family,plasma membrane [GO:0005886]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872],magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872],
43,Atu1644,0.1097008999105731,NC_003062.2,1627675.0,1628280.0,-,conserved hypothetical protein,AGR_C_3031,"transport system, auxiliary component",-,ABC_trans_aux,ABC-type transport auxiliary lipoprotein component domain-containing protein,201.0,,,,
